source,target
albujawladimir,rac1
albujawladimir,assemblea
albujawladimir,omnium
albujawladimir,324cat
albujawladimir,tv3cat
walkaway,ristomejide
walkaway,policia
walkaway,Buenafuente
didito99,MarcBartra
didito99,Mascherano
didito99,LuisSuarez9
didito99,neymarjr
didito99,Carles5puyol
didito99,cesc4official
didito99,shakira
didito99,1victorvaldes
didito99,DaniAlvesD2
didito99,3gerardpique
didito99,andresiniesta8
Xavier_rcde,3gerardpique
Xavier_rcde,policia
Xavier_rcde,txarango
Xavier_rcde,EstrellaDammCat
Xavier_rcde,ristomejide
Xavier_rcde,maldiniplus
Esquerra_ERC,judithyalka
judithyalka,instagram
judithyalka,jordievole
judithyalka,QuimMasferrer
judithyalka,EstrellaDammCat
judithyalka,txarango
judithyalka,DaniAlvesD2
judithyalka,3gerardpique
judithyalka,ristomejide
judithyalka,Buenafuente
judithyalka,APMTV3
xramonrivera,instagram
xramonrivera,RaholaOficial
xramonrivera,jordievole
xramonrivera,maldiniplus
xramonrivera,ristomejide
xramonrivera,policia
xramonrivera,shakira
xramonrivera,BarackObama
Esquerra_ERC,MaxCasas5
MaxCasas5,KRLS
MaxCasas5,JuntsPelSi
MaxCasas5,raulromeva
MaxCasas5,ModernetdeMerda
MaxCasas5,MarcBartra
MaxCasas5,neymarjr
MaxCasas5,junqueras
MaxCasas5,Mascherano
MaxCasas5,3gerardpique
MaxCasas5,antonibassas
MaxCasas5,DaniAlvesD2
MaxCasas5,XSalaimartin
MaxCasas5,soler_toni
MaxCasas5,Carles5puyol
MaxCasas5,1victorvaldes
MaxCasas5,andresiniesta8
APMTV3,gesma1983
gesma1983,KRLS
gesma1983,RaholaOficial
gesma1983,ForcadellCarme
gesma1983,barcelona_cat
gesma1983,rac1
gesma1983,HiginiaRoig
gesma1983,Catala_Correcte
gesma1983,soler_toni
gesma1983,jordievole
gesma1983,tv3cat
gesma1983,ristomejide
gesma1983,joandausa
gesma1983,elmonarac1
gesma1983,Carles5puyol
gesma1983,cesc4official
gesma1983,APMTV3
gesma1983,lacompetencia
gesma1983,jordibaste
gesma1983,diariARA
polcorominas,GemmaLarruy
assemblea,GemmaLarruy
GemmaLarruy,elmonarac1
GemmaLarruy,polcorominas
GemmaLarruy,rac1
GemmaLarruy,txarango
GemmaLarruy,Araeslhora
GemmaLarruy,jordievole
GemmaLarruy,ForcadellCarme
GemmaLarruy,lacompetencia
GemmaLarruy,Esquerra_ERC
GemmaLarruy,junqueras
GemmaLarruy,324cat
GemmaLarruy,assemblea
GemmaLarruy,omnium
GemmaLarruy,Mascherano
GemmaLarruy,RaholaOficial
GemmaLarruy,maldiniplus
GemmaLarruy,instagram
GemmaLarruy,Catala_Correcte
GemmaLarruy,neymarjr
GemmaLarruy,MarcBartra
GemmaLarruy,DaniAlvesD2
GemmaLarruy,FCBarcelona_cat
GemmaLarruy,shakira
GemmaLarruy,1victorvaldes
GemmaLarruy,ristomejide
GemmaLarruy,APMTV3
GemmaLarruy,andresiniesta8
GemmaLarruy,cesc4official
GemmaLarruy,3gerardpique
GemmaLarruy,Carles5puyol
polcorominas,CarlesVidal
Esquerra_ERC,CarlesVidal
assemblea,CarlesVidal
omnium,CarlesVidal
APMTV3,CarlesVidal
vpartal,CarlesVidal
CarlesVidal,Mascherano
CarlesVidal,KRLS
CarlesVidal,mkserra
CarlesVidal,AlfredBosch
CarlesVidal,Iaia_Toneta
CarlesVidal,JuntsPelSi
CarlesVidal,raulromeva
CarlesVidal,polcorominas
CarlesVidal,DaniAlvesD2
CarlesVidal,jordibaste
CarlesVidal,martarovira
CarlesVidal,lluis_llach
CarlesVidal,HiginiaRoig
CarlesVidal,LuisSuarez9
CarlesVidal,Esquerra_ERC
CarlesVidal,ModernetdeMerda
CarlesVidal,ForcadellCarme
CarlesVidal,assemblea
CarlesVidal,QuimMasferrer
CarlesVidal,junqueras
CarlesVidal,QuimMonzo
CarlesVidal,miquelcalcada
CarlesVidal,omnium
CarlesVidal,XSalaimartin
CarlesVidal,soler_toni
CarlesVidal,BarackObama
CarlesVidal,VilaWeb
CarlesVidal,APMTV3
CarlesVidal,jordievole
CarlesVidal,maldiniplus
CarlesVidal,antonibassas
CarlesVidal,diariARA
CarlesVidal,vpartal
CarlesVidal,FCBarcelona_cat
CarlesVidal,Buenafuente
CarlesVidal,3gerardpique
CarlesVidal,Carles5puyol
CarlesVidal,andresiniesta8
AlfredBosch,daddordaddor
Esquerra_ERC,daddordaddor
daddordaddor,HiginiaRoig
daddordaddor,XSalaimartin
daddordaddor,QuimMonzo
daddordaddor,ariadnaoltra
daddordaddor,junqueras
daddordaddor,ForcadellCarme
daddordaddor,AlfredBosch
daddordaddor,omnium
daddordaddor,assemblea
daddordaddor,JoanTarda
daddordaddor,martarovira
daddordaddor,Esquerra_ERC
daddordaddor,324cat
daddordaddor,miquelcalcada
daddordaddor,raulromeva
daddordaddor,vpartal
daddordaddor,diariARA
daddordaddor,antonibassas
IlianaCapllonch,instagram
IlianaCapllonch,jordievole
IlianaCapllonch,Buenafuente
angelagarcia92,instagram
angelagarcia92,shakira
angelagarcia92,ristomejide
angelagarcia92,Buenafuente
angelagarcia92,3gerardpique
angelagarcia92,Carles5puyol
Kli_fes,policia
Kli_fes,txarango
Kli_fes,shakira
Kli_fes,Carles5puyol
Kli_fes,3gerardpique
Kli_fes,ristomejide
Kli_fes,instagram
mkserra,LauraaLlop
eixugatitornemh,LauraaLlop
LauraaLlop,KRLS
LauraaLlop,miquelcalcada
LauraaLlop,HiginiaRoig
LauraaLlop,VilaWeb
LauraaLlop,lluis_llach
LauraaLlop,JuntsPelSi
LauraaLlop,raulromeva
LauraaLlop,polcorominas
LauraaLlop,eixugatitornemh
LauraaLlop,barcelona_cat
LauraaLlop,Esquerra_ERC
LauraaLlop,joandausa
LauraaLlop,BarackObama
LauraaLlop,Araeslhora
LauraaLlop,omnium
LauraaLlop,QuimMasferrer
LauraaLlop,ForcadellCarme
LauraaLlop,philmusical
LauraaLlop,junqueras
LauraaLlop,EstrellaDammCat
LauraaLlop,diariARA
LauraaLlop,tv3cat
LauraaLlop,antonibassas
LauraaLlop,shakira
LauraaLlop,APMTV3
LauraaLlop,lacompetencia
LauraaLlop,txarango
LauraaLlop,assemblea
LauraaLlop,3gerardpique
LauraaLlop,324cat
LauraaLlop,XSalaimartin
LauraaLlop,elmonarac1
LauraaLlop,rac1
LauraaLlop,jordibaste
vpartal,MedusaCultura
joandausa,MedusaCultura
MedusaCultura,soler_toni
MedusaCultura,QuimMonzo
MedusaCultura,NachoSanahuja
MedusaCultura,lluis_llach
MedusaCultura,ristomejide
MedusaCultura,EstrellaDammCat
MedusaCultura,elmonarac1
MedusaCultura,joandausa
MedusaCultura,jordievole
MedusaCultura,miquelcalcada
MedusaCultura,ModernetdeMerda
MedusaCultura,instagram
MedusaCultura,XSalaimartin
MedusaCultura,Catala_Correcte
MedusaCultura,HiginiaRoig
MedusaCultura,VilaWeb
MedusaCultura,Buenafuente
MedusaCultura,antonibassas
MedusaCultura,philmusical
Iaia_Toneta,albert_sanju
eixugatitornemh,albert_sanju
Esquerra_ERC,albert_sanju
joandausa,albert_sanju
albert_sanju,KRLS
albert_sanju,tv3cat
albert_sanju,JuntsPelSi
albert_sanju,raulromeva
albert_sanju,LuisSuarez9
albert_sanju,eixugatitornemh
albert_sanju,policia
albert_sanju,Esquerra_ERC
albert_sanju,JoanTarda
albert_sanju,AlfredBosch
albert_sanju,martarovira
albert_sanju,Iaia_Toneta
albert_sanju,ariadnaoltra
albert_sanju,BarackObama
albert_sanju,HiginiaRoig
albert_sanju,QuimMasferrer
albert_sanju,assemblea
albert_sanju,ModernetdeMerda
albert_sanju,elmonarac1
albert_sanju,joandausa
albert_sanju,APMTV3
albert_sanju,junqueras
albert_sanju,txarango
albert_sanju,Mascherano
albert_sanju,instagram
albert_sanju,Catala_Correcte
albert_sanju,soler_toni
albert_sanju,jordievole
albert_sanju,diariARA
albert_sanju,jordibaste
albert_sanju,QuimMonzo
albert_sanju,1victorvaldes
albert_sanju,lacompetencia
albert_sanju,andresiniesta8
albert_sanju,DaniAlvesD2
albert_sanju,3gerardpique
albert_sanju,Carles5puyol
albert_sanju,cesc4official
albert_sanju,antonibassas
albert_sanju,324cat
albert_sanju,FCBarcelona_cat
llavinarp,jordievole
llavinarp,instagram
llavinarp,miquelcalcada
llavinarp,MarcBartra
llavinarp,HiginiaRoig
llavinarp,barcelona_cat
llavinarp,andresiniesta8
llavinarp,3gerardpique
llavinarp,cesc4official
llavinarp,ristomejide
llavinarp,lacompetencia
llavinarp,RaholaOficial
llavinarp,rac1
llavinarp,FCBarcelona_cat
llavinarp,QuimMonzo
llavinarp,junqueras
llavinarp,Carles5puyol
llavinarp,Buenafuente
llavinarp,philmusical
llavinarp,elmonarac1
llavinarp,diariARA
llavinarp,Catala_Correcte
llavinarp,APMTV3
llavinarp,tv3cat
AlfredBosch,itsanneta
mkserra,itsanneta
polcorominas,itsanneta
Esquerra_ERC,itsanneta
itsanneta,KRLS
itsanneta,VilaWeb
itsanneta,omnium
itsanneta,martarovira
itsanneta,lluis_llach
itsanneta,EstrellaDammCat
itsanneta,ModernetdeMerda
itsanneta,JuntsPelSi
itsanneta,joandausa
itsanneta,raulromeva
itsanneta,mkserra
itsanneta,polcorominas
itsanneta,antonibassas
itsanneta,AlfredBosch
itsanneta,XSalaimartin
itsanneta,Araeslhora
itsanneta,Esquerra_ERC
itsanneta,ForcadellCarme
itsanneta,QuimMasferrer
itsanneta,assemblea
itsanneta,JoanTarda
itsanneta,txarango
itsanneta,RaholaOficial
Iaia_Toneta,janinavilana
barcelona_cat,janinavilana
assemblea,janinavilana
APMTV3,janinavilana
janinavilana,KRLS
janinavilana,HiginiaRoig
janinavilana,FCBarcelona_cat
janinavilana,lluis_llach
janinavilana,JuntsPelSi
janinavilana,QuimMonzo
janinavilana,Araeslhora
janinavilana,ForcadellCarme
janinavilana,barcelona_cat
janinavilana,VilaWeb
janinavilana,assemblea
janinavilana,QuimMasferrer
janinavilana,Catala_Correcte
janinavilana,tv3cat
janinavilana,XSalaimartin
janinavilana,elmonarac1
janinavilana,miquelcalcada
janinavilana,philmusical
janinavilana,antonibassas
janinavilana,jordibaste
janinavilana,APMTV3
janinavilana,diariARA
elcapo_vcf,3gerardpique
VilaWeb,NachoSanahuja
ForcadellCarme,NachoSanahuja
miquelcalcada,NachoSanahuja
lacompetencia,NachoSanahuja
ModernetdeMerda,NachoSanahuja
raulromeva,NachoSanahuja
QuimMonzo,NachoSanahuja
Iaia_Toneta,NachoSanahuja
ariadnaoltra,NachoSanahuja
philmusical,NachoSanahuja
MedusaCultura,NachoSanahuja
mkserra,NachoSanahuja
HiginiaRoig,NachoSanahuja
jordibaste,NachoSanahuja
NachoSanahuja,miquelcalcada
NachoSanahuja,KRLS
NachoSanahuja,lacompetencia
NachoSanahuja,ForcadellCarme
NachoSanahuja,ModernetdeMerda
NachoSanahuja,QuimMonzo
NachoSanahuja,rac1
NachoSanahuja,elmonarac1
NachoSanahuja,lluis_llach
NachoSanahuja,ariadnaoltra
NachoSanahuja,philmusical
NachoSanahuja,policia
NachoSanahuja,HiginiaRoig
NachoSanahuja,jordibaste
polcorominas,isaacguila
APMTV3,isaacguila
eixugatitornemh,isaacguila
JoanTarda,isaacguila
Iaia_Toneta,isaacguila
martarovira,isaacguila
EstrellaDammCat,isaacguila
assemblea,isaacguila
AlfredBosch,isaacguila
vpartal,isaacguila
omnium,isaacguila
Esquerra_ERC,isaacguila
isaacguila,raulromeva
isaacguila,KRLS
isaacguila,JuntsPelSi
isaacguila,lluis_llach
isaacguila,eixugatitornemh
isaacguila,Araeslhora
isaacguila,LuisSuarez9
isaacguila,ristomejide
isaacguila,ForcadellCarme
isaacguila,joandausa
isaacguila,txarango
isaacguila,neymarjr
isaacguila,Iaia_Toneta
isaacguila,ModernetdeMerda
isaacguila,ariadnaoltra
isaacguila,EstrellaDammCat
isaacguila,HiginiaRoig
isaacguila,1victorvaldes
isaacguila,RaholaOficial
isaacguila,Mascherano
isaacguila,MarcBartra
isaacguila,elmonarac1
isaacguila,assemblea
isaacguila,324cat
isaacguila,instagram
isaacguila,martarovira
isaacguila,Catala_Correcte
isaacguila,AlfredBosch
isaacguila,QuimMonzo
isaacguila,vpartal
isaacguila,JoanTarda
isaacguila,philmusical
isaacguila,junqueras
isaacguila,jordibaste
isaacguila,omnium
isaacguila,QuimMasferrer
isaacguila,cesc4official
isaacguila,soler_toni
isaacguila,shakira
isaacguila,miquelcalcada
isaacguila,rac1
isaacguila,XSalaimartin
isaacguila,jordievole
isaacguila,VilaWeb
isaacguila,Esquerra_ERC
isaacguila,andresiniesta8
isaacguila,diariARA
isaacguila,FCBarcelona_cat
isaacguila,3gerardpique
isaacguila,DaniAlvesD2
isaacguila,Carles5puyol
isaacguila,lacompetencia
isaacguila,APMTV3
isaacguila,tv3cat
isaacguila,antonibassas
isaacguila,Buenafuente
Motilleta_,instagram
CharlieYoung_98,neymarjr
CharlieYoung_98,cesc4official
imouthes,BarackObama
imouthes,policia
MartaBascu,instagram
MartaBascu,ristomejide
polcorominas,miquel57
vpartal,miquel57
miquel57,EstrellaDammCat
miquel57,KRLS
miquel57,mkserra
miquel57,raulromeva
miquel57,JuntsPelSi
miquel57,ModernetdeMerda
miquel57,polcorominas
miquel57,LuisSuarez9
miquel57,ariadnaoltra
miquel57,324cat
miquel57,philmusical
miquel57,jordievole
miquel57,Buenafuente
miquel57,QuimMasferrer
miquel57,tv3cat
miquel57,FCBarcelona_cat
miquel57,elmonarac1
miquel57,lacompetencia
miquel57,rac1
miquel57,vpartal
miquel57,VilaWeb
miquel57,lluis_llach
miquel57,Araeslhora
miquel57,ForcadellCarme
miquel57,AlfredBosch
miquel57,Esquerra_ERC
miquel57,HiginiaRoig
miquel57,JoanTarda
miquel57,martarovira
miquel57,junqueras
miquel57,omnium
miquel57,assemblea
miquel57,RaholaOficial
miquel57,XSalaimartin
miquel57,miquelcalcada
miquel57,QuimMonzo
miquel57,soler_toni
miquel57,antonibassas
miquel57,diariARA
miquel57,andresiniesta8
jaumefvidal,324cat
jaumefvidal,lluis_llach
jaumefvidal,ForcadellCarme
jaumefvidal,HiginiaRoig
jaumefvidal,LuisSuarez9
jaumefvidal,Araeslhora
jaumefvidal,QuimMasferrer
jaumefvidal,instagram
jaumefvidal,rac1
jaumefvidal,Buenafuente
jaumefvidal,Carles5puyol
jaumefvidal,1victorvaldes
jaumefvidal,ristomejide
jaumefvidal,soler_toni
jaumefvidal,andresiniesta8
jaumefvidal,elmonarac1
jaumefvidal,XSalaimartin
jaumefvidal,jordibaste
jaumefvidal,antonibassas
jaumefvidal,FCBarcelona_cat
jaumefvidal,jordievole
jaumefvidal,3gerardpique
jaumefvidal,maldiniplus
StefiQuilez7,Carles5puyol
StefiQuilez7,MarcBartra
StefiQuilez7,LuisSuarez9
StefiQuilez7,neymarjr
StefiQuilez7,Mascherano
StefiQuilez7,shakira
StefiQuilez7,3gerardpique
StefiQuilez7,Buenafuente
StefiQuilez7,cesc4official
StefiQuilez7,andresiniesta8
TuiteroDelSur,1victorvaldes
TuiteroDelSur,DaniAlvesD2
TuiteroDelSur,ristomejide
TuiteroDelSur,maldiniplus
TuiteroDelSur,cesc4official
TuiteroDelSur,3gerardpique
TuiteroDelSur,Carles5puyol
TuiteroDelSur,andresiniesta8
polcorominas,Bartro10
Bartro10,polcorominas
Bartro10,instagram
Bartro10,ForcadellCarme
Bartro10,lluis_llach
Bartro10,Araeslhora
Bartro10,KRLS
Bartro10,Mascherano
Bartro10,omnium
Bartro10,miquelcalcada
Bartro10,MarcBartra
Bartro10,neymarjr
Bartro10,DaniAlvesD2
Bartro10,FCBarcelona_cat
Bartro10,XSalaimartin
Bartro10,1victorvaldes
Bartro10,maldiniplus
Bartro10,andresiniesta8
Bartro10,jordibaste
Bartro10,shakira
Bartro10,cesc4official
Bartro10,ristomejide
Bartro10,LuisSuarez9
Bartro10,antonibassas
Bartro10,Carles5puyol
Bartro10,3gerardpique
